1713,2023/01/04,24.9,24.9,24.9,24.9,-0.10000000000000142,-0.40,75.077
1713,2023/01/03,24.85,25,24.75,25,-0.05000000000000071,-0.20,65.321
1713,2022/12/30,25.1,25.15,24.95,25.05,0.05000000000000071,0.20,48
1713,2022/12/29,25.05,25.05,24.9,25,-0.05000000000000071,-0.20,134.134
1713,2022/12/28,25.25,25.3,25,25.05,-0.25,-0.99,68.144
1713,2022/12/27,25.4,25.4,25.3,25.3,-0.09999999999999787,-0.39,116.844
1713,2022/12/26,25.25,25.4,25.05,25.4,0.14999999999999858,0.59,154.532
1713,2022/12/23,25.05,25.3,25.05,25.25,0.3000000000000007,1.20,131.221
1713,2022/12/22,25.3,25.3,24.95,24.95,-0.15000000000000213,-0.60,39.256
1713,2022/12/21,25.15,25.15,24.85,25.1,0.15000000000000213,0.60,58.878
1713,2022/12/20,25,25.15,24.9,24.95,-0.05000000000000071,-0.20,96.002
1713,2022/12/19,24.9,25,24.9,25,0.14999999999999858,0.60,24.675
1713,2022/12/16,25.05,25.05,24.85,24.85,-0.34999999999999787,-1.39,61.592
1713,2022/12/15,25.25,25.5,25.1,25.2,-0.05000000000000071,-0.20,60.82
1713,2022/12/14,25.05,25.3,25.05,25.25,0.3999999999999986,1.61,136.138
1713,2022/12/13,24.85,25.05,24.7,24.85,0.40000000000000213,1.64,123.417
1713,2022/12/12,24.65,24.65,24.4,24.45,-0.10000000000000142,-0.41,14.058
1713,2022/12/09,24.6,24.7,24.55,24.55,0.05000000000000071,0.20,14.298
1713,2022/12/08,24.6,24.6,24.5,24.5,-0.14999999999999858,-0.61,38.001
1713,2022/12/07,24.6,24.65,24.6,24.65,-0.10000000000000142,-0.40,9.003
1713,2022/12/06,25,25.1,24.6,24.75,0,0.00,49.017
1713,2022/12/05,24.75,25.6,24.45,24.75,0.14999999999999858,0.61,77.511
1713,2022/12/02,24.6,24.6,24.45,24.6,0.10000000000000142,0.41,31.352
1713,2022/12/01,24.5,24.6,24.4,24.5,0,0.00,88.003
1713,2022/11/30,24.15,24.5,24.15,24.5,0.1999999999999993,0.82,116.071
1713,2022/11/29,24.05,24.3,24,24.3,0.3000000000000007,1.25,103.453
1713,2022/11/28,24.1,24.4,23.95,24,-0.3000000000000007,-1.23,93.007
1713,2022/11/25,24.3,24.4,24,24.3,-0.05000000000000071,-0.21,119.136
1713,2022/11/24,24.1,24.95,24.1,24.35,0.25,1.04,69.007
1713,2022/11/23,24.05,24.1,24,24.1,0,0.00,22.104
1713,2022/11/22,24.2,24.2,24.1,24.1,0.10000000000000142,0.42,13.006
1713,2022/11/21,24.3,24.8,24,24,-0.3000000000000007,-1.23,86.116
1713,2022/11/18,24.5,24.6,24.3,24.3,-0.1999999999999993,-0.82,68.002
1713,2022/11/17,24.4,24.6,24.4,24.5,0.10000000000000142,0.41,28.289
1713,2022/11/16,24.65,24.8,24.4,24.4,-0.25,-1.01,38.204
1713,2022/11/15,24.3,24.65,24.3,24.65,0.04999999999999716,0.20,46.953
1713,2022/11/14,24.65,24.65,24.55,24.6,0.20000000000000284,0.82,9.005
1713,2022/11/11,24.5,24.5,24.4,24.4,-0.05000000000000071,-0.20,32.007
1713,2022/11/10,24.3,24.7,24.3,24.45,0.09999999999999787,0.41,82.13
1713,2022/11/09,24.3,24.5,24.1,24.35,0.10000000000000142,0.41,43.473
1713,2022/11/08,24.35,24.35,24.2,24.25,0,0.00,26.35
1713,2022/11/07,24.3,24.3,24.2,24.25,-0.05000000000000071,-0.21,22.005
1713,2022/11/04,24.1,24.35,24.1,24.3,0.3500000000000014,1.46,25.003
1713,2022/11/03,23.95,24,23.9,23.95,0.05000000000000071,0.21,12.002
1713,2022/11/02,23.95,24.25,23.85,23.9,0,0.00,117.071
1713,2022/11/01,23.9,24.9,23.85,23.9,-0.05000000000000071,-0.21,125.195
1713,2022/10/31,23.95,23.95,23.95,23.95,0,0.00,2.102
1713,2022/10/28,23.95,23.95,23.95,23.95,-0.05000000000000071,-0.21,2.006
1713,2022/10/27,24,24.1,23.85,24,0.05000000000000071,0.21,40.001
1713,2022/10/26,24.05,24.1,23.95,23.95,-0.25,-1.03,83.084
1713,2022/10/25,24.4,24.4,23.95,24.2,-0.1999999999999993,-0.82,14.692
1713,2022/10/24,24,24.5,24,24.4,0.1999999999999993,0.83,20.777
1713,2022/10/21,24,24.2,23.95,24.2,0,0.00,18.742
1713,2022/10/20,24.05,24.2,24,24.2,0.14999999999999858,0.62,24.191
1713,2022/10/19,24.05,24.05,23.95,24.05,0.05000000000000071,0.21,79.001
1713,2022/10/18,24,24.1,23.9,24,0.05000000000000071,0.21,42.525
1713,2022/10/17,23.6,24,23.5,23.95,0.05000000000000071,0.21,46.001
1713,2022/10/14,23.5,24.05,23.5,23.9,0.3999999999999986,1.70,39.104
1713,2022/10/13,23.8,23.85,23.5,23.5,-0.5,-2.08,72.003
1713,2022/10/12,24.05,24.05,23.8,24,-0.05000000000000071,-0.21,65.002
1713,2022/10/11,24.1,24.2,24,24.05,-0.34999999999999787,-1.43,60.23
1713,2022/10/07,24.3,24.4,24.25,24.4,0.04999999999999716,0.21,12.004
1713,2022/10/06,24.45,24.45,24.35,24.35,-0.09999999999999787,-0.41,29.002
1713,2022/10/05,24.5,24.6,24.3,24.45,-0.05000000000000071,-0.20,92.001
1713,2022/10/04,24.65,24.7,24.5,24.5,0,0.00,66.003
1713,2022/10/03,24.2,25.1,24.05,24.5,0.25,1.03,133.003
1713,2022/09/30,24.4,24.4,24.1,24.25,-0.3000000000000007,-1.22,198.616
1713,2022/09/29,24.7,24.75,24.5,24.55,-0.09999999999999787,-0.41,129.383
1713,2022/09/28,24.85,24.9,24.6,24.65,-0.25,-1.00,128.005
1713,2022/09/27,24.75,25.2,24.75,24.9,0.14999999999999858,0.61,5.005
1713,2022/09/26,25,25,24.75,24.75,-0.3500000000000014,-1.39,162
1713,2022/09/23,25.25,25.25,25,25.1,-0.09999999999999787,-0.40,133.205
1713,2022/09/22,25.05,25.25,25.05,25.2,0.05000000000000071,0.20,65.175
1713,2022/09/21,25.25,25.4,25.15,25.15,-0.10000000000000142,-0.40,128.426
1713,2022/09/20,25.1,25.3,25.1,25.25,0.14999999999999858,0.60,105.651
1713,2022/09/19,25.05,25.1,24.9,25.1,0.05000000000000071,0.20,71.108
1713,2022/09/16,25.05,25.3,25,25.05,-0.05000000000000071,-0.20,135.441
1713,2022/09/15,24.9,25.4,24.9,25.1,0.20000000000000284,0.80,25.036
1713,2022/09/14,24.75,24.95,24.75,24.9,-0.15000000000000213,-0.60,22.806
1713,2022/09/13,25,25.15,24.9,25.05,0.10000000000000142,0.40,105.169
1713,2022/09/12,24.85,25.1,24.85,24.95,0,0.00,30.105
1713,2022/09/08,25.05,25.2,24.95,24.95,-0.10000000000000142,-0.40,70.853
1713,2022/09/07,24.9,25.15,24.8,25.05,0.10000000000000142,0.40,86.204
1713,2022/09/06,25,25.1,24.9,24.95,-0.05000000000000071,-0.20,38.221
1713,2022/09/05,25,25,24.95,25,0,0.00,36.351
1713,2022/09/02,25.3,25.35,24.95,25,-0.3000000000000007,-1.19,147.337
1713,2022/09/01,25.15,25.3,25.05,25.3,0.10000000000000142,0.40,74.053
1713,2022/08/31,25.1,25.3,25.1,25.2,-0.10000000000000142,-0.40,43.615
1713,2022/08/30,24.7,25.7,24.7,25.3,0.6500000000000021,2.64,334.511
1713,2022/08/29,24.65,24.7,24.3,24.65,0,0.00,154.033
1713,2022/08/26,24.3,24.65,24.3,24.65,0.34999999999999787,1.44,153.296
1713,2022/08/25,24.15,24.3,24.15,24.3,0.15000000000000213,0.62,57.163
1713,2022/08/24,24.2,24.25,24.05,24.15,-0.05000000000000071,-0.21,57.025
1713,2022/08/23,24.25,24.25,24.05,24.2,-0.05000000000000071,-0.21,53.221
1713,2022/08/22,24.25,24.25,24.2,24.25,0,0.00,40.011
1713,2022/08/19,24.2,24.3,24.2,24.25,0,0.00,30.911
1713,2022/08/18,24.25,24.3,24.25,24.25,-0.05000000000000071,-0.21,16.509
1713,2022/08/17,24.25,24.3,24.2,24.3,0.05000000000000071,0.21,71.375
1713,2022/08/16,24.2,24.3,24.2,24.25,0,0.00,29.678
1713,2022/08/15,24,24.35,24,24.25,0.14999999999999858,0.62,78.663
1713,2022/08/12,23.95,24.1,23.85,24.1,0.10000000000000142,0.42,58.245
1713,2022/08/11,23.8,24,23.8,24,0.1999999999999993,0.84,67.176
1713,2022/08/10,23.5,24.05,23.5,23.8,0.1999999999999993,0.85,51.005
1713,2022/08/09,23.6,23.6,23.45,23.6,0,0.00,15.03
1713,2022/08/08,23.6,23.6,23.5,23.6,-0.04999999999999716,-0.21,29.035
1713,2022/08/05,23.5,23.75,23.5,23.65,0.14999999999999858,0.64,30.002
1713,2022/08/04,23.45,23.6,23.4,23.5,-0.75,-3.09,22.308
1713,2022/08/03,24.2,24.35,24.2,24.25,-0.05000000000000071,-0.21,54.016
1713,2022/08/02,24.3,24.35,24.15,24.3,-0.05000000000000071,-0.21,52.504
1713,2022/08/01,24.3,24.35,24.25,24.35,0.05000000000000071,0.21,19.142
1713,2022/07/29,24.35,24.35,24.25,24.3,0,0.00,35.021
1713,2022/07/28,24.4,24.4,24.3,24.3,-0.09999999999999787,-0.41,19.104
1713,2022/07/27,24.4,24.4,24.35,24.4,0,0.00,7.005
1713,2022/07/26,24.4,24.4,24.4,24.4,0.04999999999999716,0.21,1.16
1713,2022/07/25,24.4,24.45,24.3,24.35,-0.09999999999999787,-0.41,52.01
